Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0295,ramesh iyer,EMP-0120,M,02 Apr 2006,RAMESH.IYER@YAHOO.COM,Engineering,  Executive ,chennai,Campus Drive,10529,Fresher,2023/04/11,18 Dec 2024,240,227.0,3,8.0,2.0,4,Work-Life Balance / Burnout,Inactive,WFH,Company Cab,6.61 LPA,55,35,59,55,6,4,High,3.0
EMP-0296,  Kavitha   Venkatesh ,EMP-0010,female,2000-08-04,kavitha_venkatesh@yahoo.com,HR,assistant manager,BENGALURU,LinkedIn,0,Experienced,03 Feb 2020,,240,215.0,9,8.0,8.0,18,,Active,Hybrid,Own Vehicle,16.29,38,21,64%,61,6,1,High,4.0
EMP-0297,Karthik Sharma,DIR-0001,,04 May 1984,karthik.sharma@yahoo.com,Engineering,  Manager ,South - Bangalore,Campus Drive,9225,Experienced,05/05/2024,,240,228.0,3,9.0,0.0,1,,Active,HYBRID,Own Vehicle,22.36,13,41,50,50%,5,3,HIGH,3.0
EMP-0298,SNEHA NAIR,EMP-0120,F,10-01-1974,SNEHA.NAIR@OUTLOOK.COM,Engineering,executive,Bengaluru,LinkedIn,0,Fresher,07/04/2022,,240,209.0,10,10.0,11.0,8,,Active,Hybrid,COMPANY CAB,8.79,90,25,91,93,5,2,High,3.0
EMP-0299,manoj joshi,EMP-0120,M,05-27-1986,manoj_joshi@yahoo.com,Engineering,EXECUTIVE,mumbai,employee referral,2500,Fresher,2022-02-28,,240,227.0,6,6.0,1.0,2,,Active,onsite,Company Cab,18.76,22,11,58,62,7,4,Low,4.0
EMP-0300,  Vijay   Nair ,EMP-0350,Male,21/11/1970,  vijay39@yahoo.com ,Operations,Senior Executive,South - Bangalore,Recruitment Agency,70768,Experienced,2021/12/03,,240,227.0,4,6.0,3.0,3,,Active,onsite,Own Vehicle,5.59,48,16,62,61,5,3,medium,2.0
EMP-0301,suresh rao,EMP-0050,,12-22-1979,suresh.rao@gmail.com,Technology,  Assistant Manager ,CHENNAI,Employee Referral,"INR 5,000",Experienced,21 Aug 2022,,240,214.0,9 days,5.0,12.0,22,,Active,ONSITE,Own Vehicle,,,,51%,54%,7,2,High,5.0
EMP-0302,SNEHA RAO,EMP-0075,female,1979/07/03,SNEHA.RAO@GMAIL.COM,IT,  Assistant Manager ,DELHI,LINKEDIN,0,Experienced,2018/11/17,,240,226.0,4,8.0,2.0,3,,Active,WFH,Own Vehicle,16.52,38,13,60,64,5,Very High,Medium,3.0
EMP-0303,Pradeep Reddy,DIR-0001,male,1978-09-12,  pradeep95@yahoo.com ,Marketing,  Manager ,South - Bangalore,Employee Referral,10000,Experienced,2023/11/19,03-09-2026,240,223.0,4,10.0,3.0,5,Involuntary - Performance,Inactive,hybrid,,16.75,38,33,65,68,5,4,High,3.0
EMP-0304,Pooja Nair,EMP-0350,Female,29/03/1969,  pooja31@yahoo.com ,Ops,  Executive ,West - Mumbai,Company Career Site,0,Fresher,05-31-2022,,240,226.0,4,10.0,0.0,8,,Active,onsite,Own Vehicle,19.12,84,19,73,71,4,5,Medium,2.0
EMP-0305,  Lakshmi   Reddy ,DIR-0001,F,05 Dec 1981,LAKSHMI.REDDY@YAHOO.COM,HR,MANAGER,South - Bangalore,LinkedIn,,Experienced,11-16-2022,04/09/2024,240,,,,,,Better Career Growth,Inactive,Onsite,Company Cab,21.29,41,10,56,61%,6,1,High,3.0
EMP-0306,Manoj Patel,EMP-0320,female,25 Jul 1987,manoj.patel@outlook.com,Ops,assistant manager,South - Bangalore,EMPLOYEE REFERRAL,5000,Experienced,2021-06-13,2023-04-29,240,232.0,2,5.0,1.0,7,Involuntary - Performance,Inactive,hybrid,Own Vehicle,27.41,11,15,50%,62,7,4,Low,4.0
EMP-0307,suresh patel,DIR-0001,Male,29/08/1969,SURESH.PATEL@GMAIL.COM,Operations,manager,mumbai,Employee Referral,10000,Experienced,2022/06/09,,240,215.0,14,6.0,5.0,20 times,,Active,Onsite,Company Cab,16.15 LPA,56,30,69,73,5,1,High,0.0
EMP-0308,PRIYA VENKATESH,EMP-0200,female,1974-02-13,priya.venkatesh@gmail.com,Sales & Mktg,team lead,chennai,Recruitment Agency,57368,Experienced,09-20-2020,,240,229.0,5,4.0,2.0,2,,Active,onsite,COMPANY CAB,11.41,87,5,73,61,8,3,medium,3.0
EMP-0309,Sneha Venkatesh,DIR-0001,female,01-17-2004,SNEHA.VENKATESH@COMPANY.COM,IT,MANAGER,BENGALURU,Recruitment Agency,62187,Experienced,2023/01/21,07-08-2025,240,227.0,5,6.0,2.0,7,Better Compensation & Benefits,INACTIVE,hybrid,own vehicle,"$27,576",93,18,,,3,4,Medium,3.0
EMP-0310,  Sanjay   Reddy ,EMP-0075,male,1975-11-23,sanjay.reddy@outlook.com,Technology,  Executive ,South - Chennai,Recruitment Agency,80845,Fresher,2018/03/12,,240,218.0,11,4.0,7.0,15,,Active,Hybrid,Company Cab,10.14,31,36,51,59,7,2,High,3.0
EMP-0311,DEEPA NAIR,EMP-0320,,1989-10-17,  deepa39@gmail.com ,Operations,TEAM LEAD,North - Delhi,LinkedIn,0,Experienced,07-08-2020,,240,228.0,2,8.0,2.0,4,,Active,ONSITE,Company Cab,"INR 1,425,000",84,3,70%,0.69,1,5,Low,1.0
EMP-0312,Divya Nair,EMP-0050,F,10-07-1971,DIVYA.NAIR@OUTLOOK.COM,Technology,  Executive ,South - Bangalore,Walk-In,0,Experienced,10 Jun 2019,10-29-2020,240,213.0,7,9.0,11.0,22,Relocation / Personal Reasons,Inactive,hybrid,Company Cab,5.42,36,3,54,68,6,1,High,1.0
EMP-0313,Rajesh Venkatesh,EMP-0100,M,07 Nov 1970,rajesh.venkatesh@company.com,Technology,Executive,West - Mumbai,Employee Referral,"INR 2,500",Experienced,2019-02-13,12/10/2021,240,224.0,4,9.0,3.0,2,Involuntary - Restructuring,Terminated,hybrid,own vehicle,4.12 LPA,76,19,0.71,75%,5,4,MEDIUM,3.0
EMP-0314,  Suresh   Singh ,EMP-0025,male,1998-02-16,SURESH.SINGH@COMPANY.COM,H.R.,EXECUTIVE,North - Delhi,LinkedIn,0,Fresher,2018-09-08,03 Feb 2019,240,233.0,3,4.0,0.0,5,Involuntary - Performance,INACTIVE,onsite,OWN VEHICLE,27.08,90,9,73,68,3,,Medium,3.0
EMP-0315,  Lakshmi   Singh ,EMP-0075,,02/09/2005,  lakshmi98@outlook.com ,Technology,ASSISTANT MANAGER,DELHI,Walk-In,0,Experienced,2021/08/31,,240,231.0,5,4.0,0.0,4,,Active,Work From Home,Own Vehicle,23.98,65,23,72,65,8,Low,medium,3.0
EMP-0316,Meera Joshi,,,1993/08/11,,IT,assistant manager,Bengaluru,,,Experienced,21 Mar 2021,,240,211.0,14 days,5.0,10.0,15,,Active,Onsite,OWN VEHICLE,20.55,-15,34,63%,73,4,2,,2.0
EMP-0317,anitha sharma,EMP-0075,,1991/05/31,  anitha58@yahoo.com ,Technology,team lead,South - Chennai,Company Career Site,0,Experienced,20/04/2023,2024-03-02,240,224.0,4,9.0,3.0,3,Better Career Growth,INACTIVE,onsite,Company Cab,13.52,56,25,62,70%,3,3,Medium,4.0
EMP-0318,Pooja Patel,EMP-0010,,07-24-1991,pooja_patel@gmail.com,H.R.,senior executive,mumbai,Naukri,0,Experienced,,,240,226.0,5,9.0,0.0,8,,Active,Onsite,Company Cab,7.75,89,36,67,81,6,3,High,3.0
EMP-0319,Vijay Rao,EMP-0300,M,18/01/1972,vijay_rao@gmail.com,Ops,  Senior Executive ,,Recruitment Agency,85397,Experienced,05-10-2024,,240,218.0,12,6.0,4.0,19,,Active,Hybrid,Own Vehicle,7.33 LPA,68,37,74,77,6,2,High,3.0
EMP-0320,VIKRAM PATEL,EMP-0075,male,09-06-2002,vikram.patel@outlook.com,Technology,senior executive,North - Delhi,Company Career Site,0,Experienced,2018/09/20,,240,228.0,4,5.0,3.0,8,,Active,Onsite,Own Vehicle,9.63,93,20,74,77,5,Low,MEDIUM,0.0
EMP-0321,suresh patel,EMP-0200,,18 Mar 1994,  suresh90@company.com ,Sales,,BENGALURU,Company Career Site,0,Experienced,12/08/2018,2020-10-08,240,225.0,3,10.0,2.0,2,Work-Life Balance / Burnout,INACTIVE,Hybrid,Own Vehicle,"INR 1,696,000",15,39,53%,53%,7,4,High,4.0
EMP-0322,  Arun   Singh ,EMP-0010,Male,16/05/2001,  arun6@company.com ,Human Resources,ASSISTANT MANAGER,South - Chennai,LinkedIn,0,Experienced,13/07/2019,04-13-2022,240,226.0,4,8.0,2.0,1,Involuntary - Performance,Inactive,Hybrid,,21.01,28,38,61,60,6,,High,2.0
EMP-0323,RAJESH IYER,EMP-0050,female,11/10/1977,RAJESH.IYER@GMAIL.COM,Technology,EXECUTIVE,West - Mumbai,LinkedIn,0,Fresher,2022/05/31,09/10/2024,240,228.0,5,6.0,1.0,2,Involuntary - Performance,Inactive,Onsite,Company Cab,"$23,604",66,20,72,73,10,4,Medium,2.0
EMP-0324,Sneha Iyer,EMP-0100,female,08-08-1977,sneha_iyer@outlook.com,Technology,  Team Lead ,chennai,Company Career Site,0,Experienced,16 Sep 2021,26 Dec 2024,240,230.0,5,4.0,1.0,1,Involuntary - Performance,Terminated,Hybrid,Own Vehicle,10.36,78,9,71,75,3,3,High,2.0
EMP-0325,Priya Singh,EMP-0010,female,1979/05/29,PRIYA.SINGH@GMAIL.COM,Human Resources,executive,South - Bangalore,Employee Referral,"INR 2,500",FRESHER,2018/11/20,,240,215.0,6,10.0,9.0,11 times,,Active,Onsite,Own Vehicle,26.89 LPA,12,37,0.57,55%,8,1,High,1.0
EMP-0326,  Lakshmi   Iyer ,EMP-0140,,12-06-1991,lakshmi_iyer@outlook.com,Engineering,SENIOR EXECUTIVE,North - Delhi,Recruitment Agency,66049,Fresher,10-09-2018,,240,226.0,3,10.0,1.0,2,,Active,Hybrid,Company Cab,,10,,40%,50,6,3,Medium,3.0
EMP-0327,  Divya   Sharma ,EMP-0120,,01-24-1973,divya_sharma@outlook.com,Engineering,assistant manager,East - Kolkata,Naukri,0,Experienced,02-14-2020,,240,228.0,6,5.0,1.0,4,,Active,HYBRID,Company Cab,17.08,67,44,59,62,7,3,high,3.0
EMP-0328,  Ramesh   Venkatesh ,EMP-0025,male,20/04/1989,RAMESH.VENKATESH@YAHOO.COM,H.R.,Executive,West - Mumbai,Campus Drive,18646,FRESHER,25/06/2020,09-25-2023,240,225.0,4,10.0,1.0,1,Involuntary - Restructuring,Resigned,Hybrid,company cab,18.49,47,19,67,66,4,3,High,1.0
EMP-0329,Sneha Iyer,EMP-0160,,07/03/2003,sneha.iyer@company.com,Sales,EXECUTIVE,chennai,Campus Drive,9315,FRESHER,07-16-2018,09 Oct 2019,240,214.0,10,10.0,6.0,10,Involuntary - Restructuring,INACTIVE,Hybrid,Own Vehicle,13.78,24,16,65,52%,6,2,High,4.0
EMP-0330,  Vijay   Rao ,EMP-0010,M,02-07-2000,VIJAY.RAO@COMPANY.COM,HR,Senior Executive,CHENNAI,Naukri,0,Experienced,08/10/2019,,240,214.0,14,6.0,6.0,9,,Active,hybrid,company cab,9.57,43,6,58,63,1,2,High,3.0
EMP-0331,vijay patel,EMP-0320,M,1968/12/11,vijay_patel@gmail.com,Operations,TEAM LEAD,West - Mumbai,Campus Drive,13383,Experienced,15 Oct 2020,,240,233.0,2 days,5.0,0.0,6,,Active,Hybrid,Own Vehicle,12.22 LPA,,3,51%,,1,4,LOW,2.0
EMP-0332,Ramesh Venkatesh,DIR-0001,male,2001-03-03,  ramesh29@yahoo.com ,Engineering,  Manager ,BENGALURU,Company Career Site,0,Experienced,2020-12-21,,240,227.0,3,8.0,2.0,1,,Active,hybrid,COMPANY CAB,22.07,44,28,59,56,6,4,MEDIUM,4.0
EMP-0333,SANJAY JOSHI,EMP-0025,Male,20/05/2003,  sanjay71@yahoo.com ,H.R.,Executive,South - Bangalore,Naukri,0,Experienced,2020/08/08,,240,231.0,3,6.0,0.0,3,,Active,Hybrid,OWN VEHICLE,3.85,73,13,73,79%,5,3,Medium,6.0
EMP-0334,KAVITHA VENKATESH,EMP-0140,,04-03-1985,KAVITHA.VENKATESH@GMAIL.COM,Engineering,  Senior Executive ,Bengaluru,Naukri,0,Experienced,2022/06/12,10-16-2022,240,215.0,12,8.0,5.0,19,Better Career Growth,Inactive,Onsite,Company Cab,6.34,34,2,52,57,4,2,HIGH,5.0
EMP-0335,RAJESH PATEL,EMP-0260,Male,06-05-1999,rajesh.patel@company.com,Finance,executive,South - Chennai,Company Career Site,0,Experienced,07-31-2019,,240,215.0,7,7.0,11.0,20,,Active,Hybrid,Company Cab,4.63,33,23,62,66,2,1,High,3.0
EMP-0336,Manoj Venkatesh,EMP-0100,,1998-09-27,  manoj6@company.com ,IT,Executive,,Employee Referral,2500,Experienced,14/07/2024,2026-07-13,240,228.0,4,8.0,0.0,8,Involuntary - Performance,INACTIVE,Hybrid,Own Vehicle,4.5,21,36,58%,73,3,3,High,2.0
EMP-0337,  Pradeep   Singh ,EMP-0100,Male,08 Aug 1978,  pradeep18@company.com ,Technology,  Assistant Manager ,South - Chennai,Naukri,0,Experienced,06-19-2023,,240,229.0,6,5.0,0.0,5,,Active,onsite,Company Cab,24.46 LPA,27,15,,50%,5,4,Medium,2.0
EMP-0338,  Kavitha   Venkatesh ,EMP-0320,Female,08-17-1985,kavitha.venkatesh@yahoo.com,Ops,Executive,South - Bangalore,Walk-In,0,Fresher,2020-12-15,,240,226.0,5,9.0,0.0,1,,Active,Hybrid,Public Transport,20.74,24,3,64,65,6,3,Medium,5.0
EMP-0339,pradeep singh,EMP-0100,M,26/11/2004,PRADEEP.SINGH@COMPANY.COM,IT,Team Lead,North - Delhi,Naukri,0,experienced,28/07/2021,,240,207.0,13,10.0,10.0,14,,Active,Hybrid,Company Cab,15.12,89,23,72,79,3,1,High,2.0
EMP-0340,lakshmi kumar,EMP-0050,,20/07/2006,lakshmi.kumar@gmail.com,IT,Executive,West - Mumbai,COMPANY CAREER SITE,0,Experienced,10/02/2022,,240,228.0,2,7.0,3.0,2,,Active,Onsite,Company Cab,5.9,36,33,61,63,9,4,High,3.0
EMP-0341,  Suresh   Singh ,EMP-0010,M,04-27-1996,  suresh42@yahoo.com ,Human Resources,executive,BENGALURU,Walk-In,0,Fresher,04-09-2024,,240,231.0,2,6.0,1.0,2,,Active,Onsite,Own Vehicle,"INR 1,554,000",81,29,63%,71%,4,3,Medium,4.0
EMP-0342,arun nair,EMP-0075,,24 May 2002,  arun93@gmail.com ,IT,SENIOR EXECUTIVE,North - Delhi,Employee Referral,2500,Experienced,10-17-2021,07/11/2022,240,229.0,3,6.0,2.0,7,Relocation / Personal Reasons,Inactive,WFH,Company Cab,15.1,69,17,66,62,7,3,Medium,3.0
EMP-0343,  Karthik   Rao ,EMP-0300,M,1980-04-16,karthik_rao@company.com,Operations,  Executive ,South - Chennai,Walk-In,,Experienced,03/04/2020,,240,,,,,,,ACTIVE,Hybrid,COMPANY CAB,7.74 LPA,55,18,73,70,2,3,medium,5.0
EMP-0344,Lakshmi Joshi,EMP-0160,F,20 Jan 1990,  lakshmi8@yahoo.com ,Sales & Mktg,ASSISTANT MANAGER,South - Bangalore,Employee Referral,5000,Experienced,,,240,209.0,14,6.0,11.0,16,,Active,hybrid,Own Vehicle,14.13,98,30,65,72,2,2,High,2.0
EMP-0345,lakshmi reddy,EMP-0350,male,09-24-2005,  lakshmi29@gmail.com ,Operations,  Assistant Manager ,East - Kolkata,LinkedIn,0,Experienced,2021-09-14,,240,227.0,6,7.0,0.0,2,,Active,Onsite,Own Vehicle,13.26,26,18,65,62%,7,Low,High,0.0
EMP-0346,Pooja Venkatesh,EMP-0010,female,2004-10-16,POOJA.VENKATESH@YAHOO.COM,Human Resources,  Assistant Manager ,CHENNAI,Recruitment Agency,84194,Experienced,10/02/2018,,240,210.0,14 days,9.0,7.0,14,,Active,hybrid,Company Cab,18.59,62,18,66%,72,9,1,Medium,3.0
EMP-0347,Sneha Nair,EMP-0320,,05-01-1999,sneha.nair@yahoo.com,Operations,  Assistant Manager ,CHENNAI,Walk-In,0,,2022-07-31,07 Jun 2023,240,227.0,5,5.0,3.0,6,Relocation / Personal Reasons,Inactive,HYBRID,Own Vehicle,19.06,17,21,60,64,5,3,Low,3.0
EMP-0348,  Arun   Reddy ,EMP-0140,male,13 Oct 1983,arun_reddy@gmail.com,Engineering,Executive,West - Mumbai,LinkedIn,0,Fresher,2023-02-12,,240,225.0,5,7.0,3.0,2,,Active,onsite,Own Vehicle,4.61,88,23,80,80,1,3,Medium,4.0
EMP-0349,POOJA JOSHI,EMP-0010,F,2004/06/27,POOJA.JOSHI@YAHOO.COM,Human Resources,Executive,South - Chennai,Company Career Site,0,Fresher,15 Oct 2022,,240,213.0,11,7.0,9.0,18,,ACTIVE,Onsite,Company Cab,12.68 LPA,36,44,0.57,61%,1,2,HIGH,4.0
EMP-0350,  Kavitha   Patel ,,F,1988-05-01,KAVITHA.PATEL@OUTLOOK.COM,Human Resources,MANAGER,Bengaluru,Campus Drive,16742,EXPERIENCED,11-23-2021,,240,229.0,4,6.0,1.0,8,,Active,Onsite,Company Cab,18.83,55,11,57,53,5,5,Low,3.0
EMP-0351,Kavitha Rao,,,08/10/1996,,Technology,manager,South - Bangalore,,,Experienced,08-21-2018,,240,234.0,2,4.0,0.0,2,,Active,Onsite,Company Cab,,59 Hours,,58%,0.55,6,3,,3.0
EMP-0352,Sneha Nair,EMP-0160,,26/06/2003,  sneha27@yahoo.com ,Sales,EXECUTIVE,DELHI,Walk-In,0,Fresher,17/11/2018,02-27-2022,240,229.0,5,4.0,2.0,3,Relocation / Personal Reasons,Resigned,Hybrid,Company Cab,24.48,80,37,60,61,7,3,High,2.0
EMP-0353,DIVYA PATEL,EMP-0350,female,,DIVYA.PATEL@OUTLOOK.COM,Ops,Executive,South - Chennai,Naukri,0,Fresher,2023-06-21,,240,228.0,6,4.0,2.0,2,,Active,WFH,company cab,19.64,12,30,58,,6,3,Medium,3.0
EMP-0354,SNEHA RAO,EMP-0280,,09-15-1981,SNEHA.RAO@OUTLOOK.COM,Finance,  Executive ,South - Bangalore,Company Career Site,0,Fresher,2019/06/24,,240,226.0,5,6.0,3.0,1,,Active,Onsite,Own Vehicle,7.49,73,35,78,82,8,Very High,High,2.0
EMP-0355,DIVYA IYER,EMP-0240,Female,20/12/1972,  divya19@outlook.com ,Marketing,  Executive ,North - Delhi,Recruitment Agency,64904,Fresher,2018/10/06,2019-01-07,240,214.0,10,8.0,8.0,13,Work-Life Balance / Burnout,Inactive,Onsite,Own Vehicle,5.23 LPA,53,18,54,55,9,1,Medium,6.0
EMP-0356,  Suresh   Joshi ,EMP-0075,male,04/01/2000,suresh.joshi@outlook.com,Technology,EXECUTIVE,South - Bangalore,Walk-In,0,Fresher,04/02/2023,,240,229.0,2,8.0,1.0,3,,active,Hybrid,Own Vehicle,19.24,62,44,56%,60,6,,high,3.0
EMP-0357,Ananya Joshi,EMP-0010,F,05 Oct 1998,ANANYA.JOSHI@OUTLOOK.COM,HR,executive,North - Delhi,LinkedIn,0,Experienced,06-27-2019,,240,230.0,5,5.0,0.0,6,,Active,Hybrid,Company Cab,4.15,33,35,57,61%,8,3,High,
EMP-0358,Pooja Nair,DIR-0001,Female,30 Apr 1982,POOJA.NAIR@OUTLOOK.COM,Human Resources,  Manager ,South - Bangalore,Company Career Site,0,Experienced,08-22-2022,,240,228.0,6,6.0,0.0,5,,active,WFH,Own Vehicle,17.85,69,29,71,82,9,5,MEDIUM,2.0
EMP-0359,DIVYA VENKATESH,EMP-0075,F,23/12/2000,DIVYA.VENKATESH@COMPANY.COM,Technology,TEAM LEAD,chennai,naukri,0,Experienced,2024-02-17,17 Aug 2025,240,226.0,6,5.0,3.0,1,Relocation / Personal Reasons,Inactive,Hybrid,Own Vehicle,26.54,12,32,59,61,4,4,High,4.0
EMP-0360,DEEPA REDDY,,,1998/11/02,DEEPA.REDDY@OUTLOOK.COM,IT,MANAGER,DELHI,naukri,0,Experienced,08 Aug 2021,,240,223.0,6,9.0,2.0,1,,Active,Hybrid,Company Cab,17.6,29,17,58,66,4,3,medium,2.0
EMP-0361,rajesh sharma,emp-0220,,11-12-2003,rajesh.sharma@yahoo.com,Marketing,,BENGALURU,Company Career Site,0,Experienced,2020-01-20,,240,229.0,3 days,6.0,2.0,6 times,,Active,Hybrid,Company Cab,13.01 LPA,,27,62%,69%,5,3,Low,3.0
EMP-0362,Sanjay Joshi,EMP-0160,,08-05-1986,SANJAY.JOSHI@YAHOO.COM,Sales,ASSISTANT MANAGER,South - Bangalore,Campus Drive,13188,Experienced,28 Jan 2024,,240,231.0,4,4.0,1.0,3,,Active,WFH,Own Vehicle,19.26,24,10,61,75,7,5,low,3.0
EMP-0363,  Lakshmi   Venkatesh ,EMP-0025,,1984/12/04,lakshmi_venkatesh@company.com,HR,executive,DELHI,Campus Drive,18269,Fresher,04-06-2023,,240,218.0,12,4.0,6.0,19,,Active,Onsite,Own Vehicle,14.73,34,44,57,59,5,2,High,4.0
EMP-0364,RAJESH VENKATESH,,M,1969/01/11,rajesh.venkatesh@company.com,Sales,Manager,,Naukri,0,Experienced,09-20-2018,,240,233.0,2,4.0,1.0,7,,Active,Onsite,Company Cab,16.87,87,32,76,77,8,Low,High,0.0
EMP-0365,priya iyer,EMP-0350,female,09/02/1996,priya.iyer@company.com,Operations,team lead,Bengaluru,Walk-In,0,Experienced,07-23-2024,,240,226.0,5,7.0,2.0,3,,Active,WFH,Own Vehicle,"$31,884",80,16,,81%,6,Very High,medium,3.0
EMP-0366,pradeep rao,EMP-0025,,28/09/1988,PRADEEP.RAO@OUTLOOK.COM,HR,team lead,West - Mumbai,COMPANY CAREER SITE,0,Experienced,12-27-2023,08/03/2026,240,228.0,4,6.0,2.0,2,,Resigned,Onsite,Public Transport,12.96,26,5,59%,63,3,3,medium,3.0
EMP-0367,MEERA JOSHI,EMP-0010,F,18/03/2006,meera_joshi@outlook.com,Human Resources,  Assistant Manager ,East - Kolkata,Recruitment Agency,87101,Experienced,10/10/2020,,240,232.0,2,5.0,1.0,1,,Active,Onsite,OWN VEHICLE,27.05 LPA,93,3,65,74,6,3,Low,3.0
EMP-0368,deepa reddy,,,21 Sep 1995,DEEPA.REDDY@GMAIL.COM,Sales & Mktg,  Manager ,South - Chennai,Recruitment Agency,89768,Experienced,2018-11-09,,240,216.0,7,6.0,11.0,18,,Active,Hybrid,company cab,25.68,18,19,52,58,5,1,High,3.0
EMP-0369,  Deepa   Patel ,EMP-0140,F,1974-09-11,deepa.patel@gmail.com,Engineering,  Senior Executive ,DELHI,Company Career Site,0,FRESHER,2018-12-19,,240,210.0,12,7.0,11.0,14,,Active,Onsite,Company Cab,8.3,47,26,70,62%,2,2,High,3.0
EMP-0370,ANANYA REDDY,EMP-0010,,1975/08/19,ananya_reddy@outlook.com,H.R.,Executive,Bengaluru,COMPANY CAREER SITE,0,EXPERIENCED,10-05-2023,,240,231.0,4,5.0,0.0,6,,,Hybrid,Company Cab,5.2,57,14,55,59,4,Low,High,4.0
EMP-0371,priya singh,EMP-0120,female,2000/03/26,priya.singh@gmail.com,Engineering,senior executive,DELHI,LinkedIn,0,Experienced,2024/03/14,,240,229.0,5,4.0,2.0,8,,Active,Hybrid,Company Cab,"INR 597,000",69,5,64%,0.68,4,3,High,4.0
EMP-0372,sanjay sharma,EMP-0260,male,08 May 1988,sanjay.sharma@gmail.com,Finance,Executive,South - Chennai,Company Career Site,0,Experienced,2018-10-30,09-16-2021,240,223.0,6,9.0,2.0,1,Work-Life Balance / Burnout,INACTIVE,wfh,Own Vehicle,3.95,72,13,66,69,8,Low,High,1.0
EMP-0373,  Rajesh   Patel ,EMP-0200,Male,04/01/2000,RAJESH.PATEL@COMPANY.COM,Sales,Executive,South - Chennai,Naukri,0,Experienced,28/05/2018,,240,230.0,3,7.0,0.0,1,,Active,WFH,Company Cab,5.81 LPA,95,10,0.64,66%,5,3,High,3.0
EMP-0374,VIJAY SHARMA,,male,08-30-2006,  vijay19@gmail.com ,Ops,manager,South - Bangalore,WALK-IN,0,Experienced,2021/12/14,,240,230.0,3,6.0,1.0,3,,ACTIVE,Onsite,Company Cab,20.23,11,38,45,50,5,3,HIGH,4.0
EMP-0375,  Kavitha   Kumar ,EMP-0200,,02 Mar 1990,kavitha.kumar@gmail.com,Sales,EXECUTIVE,chennai,Employee Referral,2500,Experienced,12-24-2021,04 Oct 2022,240,215.0,10,6.0,9.0,9,Better Compensation & Benefits,Inactive,Onsite,Company Cab,5.24,97,8,71,,6,1,high,1.0
EMP-0376,vijay joshi,EMP-0050,male,31/05/2006,  vijay91@gmail.com ,Technology,  Assistant Manager ,chennai,recruitment agency,71978,Experienced,22/02/2019,06-25-2021,240,228.0,2 days,7.0,3.0,3,Work-Life Balance / Burnout,Resigned,Hybrid,Own Vehicle,,81,,77%,85,8,3,medium,2.0
EMP-0377,vijay sharma,EMP-0180,,12-18-2004,VIJAY.SHARMA@GMAIL.COM,Sales,SENIOR EXECUTIVE,East - Kolkata,Company Career Site,0,Fresher,20 Oct 2020,,240,213.0,8,7.0,12.0,19,,Active,Hybrid,Own Vehicle,24.2,20,15,52,56%,6,2,High,3.0
EMP-0378,Arun Nair,EMP-0350,Male,29 Jun 1976,arun_nair@company.com,Operations,  Senior Executive ,DELHI,Walk-In,0,Experienced,03-29-2018,,240,211.0,9,8.0,12.0,21,,Active,WFH,Own Vehicle,4.07,73,4,72,81,4,2,High,5.0
EMP-0379,Ananya Venkatesh,EMP-0100,Female,19/07/2003,ANANYA.VENKATESH@OUTLOOK.COM,Technology,  Executive ,,EMPLOYEE REFERRAL,2500,Fresher,08 Apr 2019,,240,215.0,11,4.0,10.0,21 times,,active,WFH,Own Vehicle,23.45 LPA,86,9,70,65,3,1,high,3.0
EMP-0380,  Deepa   Venkatesh ,EMP-0010,Female,,  deepa62@yahoo.com ,H.R.,  Assistant Manager ,West - Mumbai,LinkedIn,0,Experienced,03 Dec 2020,01/03/2022,240,231.0,2,7.0,0.0,8,Better Career Growth,Inactive,Onsite,Company Cab,10.41,90,2,76,82,8,Very High,medium,3.0
EMP-0381,Lakshmi Kumar,EMP-0075,F,1978/07/25,LAKSHMI.KUMAR@COMPANY.COM,IT,senior executive,South - Chennai,COMPANY CAREER SITE,,Experienced,07/01/2018,,240,,,,,,,Active,hybrid,Company Cab,"INR 640,000",81,12,66%,68%,2,2,High,4.0
EMP-0382,SURESH REDDY,EMP-0050,Male,02-20-1979,  suresh81@gmail.com ,IT,Executive,mumbai,Naukri,0,Fresher,02 Apr 2021,07-08-2021,240,226.0,2,10.0,2.0,7,Better Career Growth,INACTIVE,WFH,OWN VEHICLE,20.57,30,42,53,56,,3,high,3.0
EMP-0383,SNEHA PATEL,DIR-0001,F,12 Jan 1997,sneha.patel@gmail.com,H.R.,manager,North - Delhi,Employee Referral,10000,Experienced,20 Aug 2023,,240,224.0,6,7.0,3.0,5,,Active,Onsite,Company Cab,18.91,27,29,61,62,5,3,MEDIUM,1.0
